Case_Number,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Street_Code,Street_Name,Postal_Code,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Pedestrian_Cause_Description,Vehicle_Type_Description,Vehicle_Model_Description,Vehicle_Brand_Description,Vehicle_Color_Description,License_Description,License_Age,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S006717    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat,0152 0152,Sunday,2023,11,November,12,17,Afternoon,No és causa del  vianant,Motorcycle,SM610,HUSQVARNA,Black,A2,5,427396.04,4586617.84,2.129970345,41.425995028,2023-11-12 17:00:00
2023S001986    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat,0208I0208I,Friday,2023,4,April,7,15,Afternoon,No és causa del  vianant,Van,CADDY,VOLKSWAGEN,Gray,B,20,427416.78,4587055.99,2.130165896,41.42994312,2023-04-07 15:00:00
2023S004832    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat,0243 0251,Wednesday,2023,8,August,9,21,Afternoon,No és causa del  vianant,Motorcycle,CB500XA,HONDA,Red,A1,1,427461.91,4587041.13,2.130707757,41.429813362,2023-08-09 21:00:00
2023S006396    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat,0347 0349,Sunday,2023,10,October,29,5,Night,No és causa del  vianant,Car,GOLF 2.0,VOLKSWAGEN,Red,B,11,427115.16,4587245.43,2.126533517,41.431621989,2023-10-29 05:00:00
2023S005382    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,159653,Idumea,0011 0011,Monday,2023,9,September,11,22,Night,No és causa del  vianant,Car,ACCENT 5P 1.3 LS,HYUNDAI,White,B,9,428040.83,4586778.62,2.137667033,41.427501151,2023-09-11 22:00:00
2023S005415    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,166900,Jericó,0001B0001B,Wednesday,2023,9,September,13,13,Morning,No és causa del  vianant,Moped,NSC 50 WH,HONDA,White,AM,1,428242.58,4585999.86,2.140173784,41.420505251,2023-09-13 13:00:00
2023S001823    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,168803,Jordà,0011X0011X,Thursday,2023,3,March,30,12,Morning,No és causa del  vianant,Motorcycle,YP250RA,YAMAHA,Black/Yellow,A,41,428296.56,4586532.34,2.140756506,41.425305894,2023-03-30 12:00:00
2023S001121    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,173870,Judea,0002 0006,Friday,2023,2,February,24,19,Afternoon,No és causa del  vianant,Motorcycle,SH 125,HONDA,Unknown,B,15,428346.71,4586503.49,2.141360038,41.425050531,2023-02-24 19:00:00
2023S006661    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,226604,Natzaret,0103 0103,Thursday,2023,11,November,9,20,Afternoon,No és causa del  vianant,Motorcycle,WW125A,HONDA,White,B,8,427932.93,4586767.83,2.136377112,41.427394292,2023-11-09 20:00:00
2023S001475    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,226604,Natzaret,0115 0117,Tuesday,2023,3,March,14,10,Morning,No és causa del  vianant,Motorcycle,NHX110WH,HONDA,White,A,55,428036.07,4586901.63,2.137595421,41.428608622,2023-03-14 10:00:00
2023S000011    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,295108,Samaria,0002U0002U,Monday,2023,1,January,2,9,Morning,No és causa del  vianant,Motorcycle,CB500FA,HONDA,Black,A2,2,428095.08,4586175.0,2.138388048,41.422069468,2023-01-02 09:00:00
2023S007459    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,295108,Samaria,0002U0002U,Friday,2023,12,December,15,19,Afternoon,No és causa del  vianant,Motorcycle,CLASSIC 500,ROYAL ENFIELD,Black,A2,7,428095.08,4586175.0,2.138388048,41.422069468,2023-12-15 19:00:00
2023S002516    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,335654,Vallvidrera al Tibidabo,0056 0056,Saturday,2023,4,April,29,13,Morning,No és causa del  vianant,Bicycle, ,ES DESCONEIX,Green,B,34,426683.08,4586047.98,2.121507915,41.42079778,2023-04-29 13:00:00
2023S000669    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,352507,Vall d'Hebron,0093 0095,Friday,2023,2,February,3,12,Morning,No és causa del  vianant,Articulated bus,7900,VOLVO,Red,D,35,428320.34,4586264.03,2.141072888,41.422891463,2023-02-03 12:00:00
2023S004697    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,352507,Vall d'Hebron,0101X0101X,Wednesday,2023,8,August,2,18,Afternoon,No és causa del  vianant,Car,OUTLANDER PHEV KAITEKI,MITSUBISHI,Unknown,B,13,428344.25,4586439.12,2.141338233,41.424470559,2023-08-02 18:00:00
2023S003596    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,352507,Vall d'Hebron,0101X0101X,Friday,2023,6,June,16,20,Afternoon,No és causa del  vianant,Bus,LION'S CITY 12G EFFICI,MAN,Red,D,33,428344.25,4586439.12,2.141338233,41.424470559,2023-06-16 20:00:00
2023S001938    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001020000,Tuesday,2023,4,April,4,17,Afternoon,No és causa del  vianant,Motorcycle,SH 125,HONDA,Blue,B,13,428267.82,4586070.18,2.140467447,41.421140848,2023-04-04 17:00:00
2023S000974    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001050000,Thursday,2023,2,February,16,21,Afternoon,No és causa del  vianant,Motorcycle,GSX-R600,SUZUKI,Blue,A,3,428373.45,4586366.57,2.141696244,41.423819737,2023-02-16 21:00:00
2023S001798    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001050000,Thursday,2023,3,March,30,8,Morning,No és causa del  vianant,Motorcycle,SH125AD,HONDA,White,A1,7,428389.44,4586359.41,2.141888429,41.423756676,2023-03-30 08:00:00
2023S004404    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001050000,Thursday,2023,7,July,20,20,Afternoon,No és causa del  vianant,Motorcycle,AGILITY CITY 125,KYMCO,Gray,B,6,428373.45,4586366.57,2.141696244,41.423819737,2023-07-20 20:00:00
2023S006601    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001050000,Tuesday,2023,11,November,7,19,Afternoon,No és causa del  vianant,Motorcycle,STREET TRIPLE S A2L,TRIUMPH,White,A2,2,428389.44,4586359.41,2.141888429,41.423756676,2023-11-07 19:00:00
2023S005560    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001050000,Wednesday,2023,9,September,20,18,Afternoon,No és causa del  vianant,Motorcycle,UH 125,SUZUKI,Black,B,17,428373.45,4586366.57,2.141696244,41.423819737,2023-09-20 18:00:00
2023S006355    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001050000,Friday,2023,10,October,27,14,Afternoon,No és causa del  vianant,Motorcycle,GK350,ZONTES,Gray,B,3,428389.44,4586359.41,2.141888429,41.423756676,2023-10-27 14:00:00
2023S006681    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001050000,Friday,2023,11,November,10,14,Afternoon,No és causa del  vianant,Car,KUGA,FORD,White,B,8,428389.44,4586359.41,2.141888429,41.423756676,2023-11-10 14:00:00
2023S000953    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001060000,Thursday,2023,2,February,16,5,Night,No és causa del  vianant,Car,ASTRA,OPEL,Gray,B,19,428773.49,4587500.25,2.146349502,41.434065902,2023-02-16 05:00:00
2023S004703    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001060000,Thursday,2023,8,August,3,8,Morning,No és causa del  vianant,Motorcycle,WW125EX2,HONDA,Red,B,9,428461.5,4586654.83,2.142715731,41.426423822,2023-08-03 08:00:00
2023S005811    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001060000,Monday,2023,10,October,2,16,Afternoon,No és causa del  vianant,Van,EXPERT PREMIUM BLUEHDI,PEUGEOT,Gray,B,11,428427.45,4586473.16,2.142329787,41.424784563,2023-10-02 16:00:00
2023S006788    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001060000,Wednesday,2023,11,November,15,19,Afternoon,No és causa del  vianant,Motorcycle,AGILITY CITY 125,KYMCO,Black,B,20,428432.21,4586453.46,2.142389079,41.424607558,2023-11-15 19:00:00
2023S007644    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),001060000,Saturday,2023,12,December,23,19,Afternoon,No és causa del  vianant,Van,TRAFIC,RENAULT,Gray,B,10,428427.45,4586473.16,2.142329787,41.424784563,2023-12-23 19:00:00
2023S000215    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701502,B-20 (Besòs),001010000,Thursday,2023,1,January,12,19,Afternoon,No és causa del  vianant,Motorcycle,MT-07,YAMAHA,Gray,A2,9,428228.63,4585994.72,2.140007477,41.42045771,2023-01-12 19:00:00
2023S002432    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701502,B-20 (Besòs),001010000,Wednesday,2023,4,April,26,12,Morning,No és causa del  vianant,Motorcycle,R 1250 GS,BMW,Gray,A,38,428564.96,4586831.81,2.143932866,41.428027018,2023-04-26 12:00:00
2023S004967    ,7,Horta-Guinardó,40,Montbau,24100,Harmonia,0001 0001,Friday,2023,8,August,18,16,Afternoon,No és causa del  vianant,Bus,18.410 RATIO,MAN,White,D,17,428677.12,4587355.0,2.145213301,41.43274914,2023-08-18 16:00:00
2023S000722    ,7,Horta-Guinardó,40,Montbau,25500,Arquitectura,0002B0002B,Sunday,2023,2,February,5,18,Afternoon,No és causa del  vianant,Articulated bus,7900,VOLVO,Red,D,24,428540.65,4587019.01,2.143619812,41.429710885,2023-02-05 18:00:00
2023S006667    ,7,Horta-Guinardó,40,Montbau,25500,Arquitectura,0008 0008,Friday,2023,11,November,10,9,Morning,Others,Bus,O 530,MERCEDES-BENZ,Red,D1,22,428365.71,4586969.49,2.141532153,41.429249289,2023-11-10 09:00:00
2023S007681    ,7,Horta-Guinardó,40,Montbau,148409,Sant Cugat,000380000,Wednesday,2023,12,December,27,0,Night,No és causa del  vianant,Car,A3 LIMOUSINE,AUDI,Blue,B,35,427736.25,4587368.16,2.1339517,41.432783514,2023-12-27 00:00:00
2023S006997    ,7,Horta-Guinardó,40,Montbau,148409,Sant Cugat,000420000,Saturday,2023,11,November,25,3,Night,No és causa del  vianant,Rigid truck <= 3.5 tons,NT400 CABSTAR,NISSAN,Unknown,B,5,427505.17,4587233.59,2.131202361,41.431550668,2023-11-25 03:00:00
2023S007432    ,7,Horta-Guinardó,40,Montbau,148409,Sant Cugat,0230 0230,Friday,2023,12,December,15,11,Morning,No és causa del  vianant,Bicycle,ORCA,ORBEA,Gray,B,27,427931.14,4586356.43,2.136404755,41.423688832,2023-12-15 11:00:00
2023S002499    ,7,Horta-Guinardó,40,Montbau,226604,Natzaret,0102 0102,Friday,2023,4,April,28,16,Afternoon,No és causa del  vianant,Motorcycle,SH 300,HONDA,Black,A,15,428065.86,4586951.93,2.137945927,41.429064321,2023-04-28 16:00:00
2023S006908    ,7,Horta-Guinardó,40,Montbau,260806,Poesia,0000B0000B,Tuesday,2023,11,November,21,8,Morning,No és causa del  vianant,Motorcycle,S02,SILENCE,White,A,31,428650.0,4587250.62,2.144901065,41.431806624,2023-11-21 08:00:00
2023S000653    ,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,0119 0129,Thursday,2023,2,February,2,19,Afternoon,No és causa del  vianant,Bus,7900,VOLVO,Red,D,4,428523.77,4586830.8,2.143440071,41.428014255,2023-02-02 19:00:00
2023S003863    ,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,0119 0129,Tuesday,2023,6,June,27,14,Afternoon,No és causa del  vianant,Car,LEON,SEAT,Black,B,13,428543.18,4586839.61,2.143671306,41.428095331,2023-06-27 14:00:00
2023S002957    ,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,0135 0141,Thursday,2023,5,May,18,16,Afternoon,No és causa del  vianant,Moped,ES2,ASKOLL,White,B,1,428614.9,4587084.65,2.144500616,41.430308683,2023-05-18 16:00:00
2023S005696    ,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,0143 0143,Wednesday,2023,9,September,27,17,Afternoon,Others,Articulated bus,7900,VOLVO,Red,D,28,428699.69,4587310.04,2.145488718,41.43234621,2023-09-27 17:00:00
2023S001326    ,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,0171 0171,Monday,2023,3,March,6,20,Afternoon,No és causa del  vianant,Moped,SYMPHONY 50,SYM,White,AM,24,428793.34,4587907.42,2.146539062,41.437734867,2023-03-06 20:00:00
2023S001081    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),0005S0000,Thursday,2023,2,February,23,7,Morning,No és causa del  vianant,Motorcycle,SH125AD,HONDA,Black,B,26,428446.73,4586497.93,2.142557563,41.425009375,2023-02-23 07:00:00
2023S005075    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001070000,Friday,2023,8,August,25,16,Afternoon,No és causa del  vianant,Bicycle,Unknown,GIANT,Green,B,8,428431.67,4586573.77,2.142368369,41.425691091,2023-08-25 16:00:00
2023S006521    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001070000,Friday,2023,11,November,3,20,Afternoon,No és causa del  vianant,Motorcycle,CBR600F,HONDA,Unknown,A,3,428441.28,4586554.86,2.142485606,41.425521633,2023-11-03 20:00:00
2023S001885    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001080000,Sunday,2023,4,April,2,12,Morning,No és causa del  vianant,Car,TOYOTA YARIS,TOYOTA,Gray,B,24,428461.5,4586654.83,2.142715731,41.426423822,2023-04-02 12:00:00
2023S007601    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001080000,Friday,2023,12,December,22,7,Morning,No és causa del  vianant,Car,IBIZA,SEAT,White,B,2,428496.71,4586642.23,2.143138563,41.426313476,2023-12-22 07:00:00
2023S004531    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001090000,Wednesday,2023,7,July,26,11,Morning,No és causa del  vianant,Motorcycle,XVS 950 CU,YAMAHA,Black,A,38,428532.81,4586759.65,2.143556667,41.427374242,2023-07-26 11:00:00
2023S005001    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001100000,Monday,2023,8,August,21,16,Afternoon,No és causa del  vianant,Bus,LION'S CITY 12G EFFICI,MAN,Red,D,18,428523.77,4586830.8,2.143440071,41.428014255,2023-08-21 16:00:00
2023S002082    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001100000,Wednesday,2023,4,April,12,19,Afternoon,No és causa del  vianant,Van,NEMO HDI75FG,CITROEN,Green,B,23,428564.96,4586831.81,2.143932866,41.428027018,2023-04-12 19:00:00
2023S003860    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001110000,Tuesday,2023,6,June,27,13,Morning,No és causa del  vianant,Articulated bus,7900,VOLVO,Red,D,27,428523.77,4586830.8,2.143440071,41.428014255,2023-06-27 13:00:00
2023S005692    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001110000,Wednesday,2023,9,September,27,9,Morning,No és causa del  vianant,Motorcycle,SH125D,HONDA,Black,B,20,428598.71,4586926.27,2.144325584,41.428880782,2023-09-27 09:00:00
2023S001677    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001120000,Thursday,2023,3,March,23,13,Morning,No és causa del  vianant,Car,3008 ACTIVE BLUEHDI 13,PEUGEOT,White,B,2,428632.38,4587020.89,2.144717335,41.429735978,2023-03-23 13:00:00
2023S002569    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001120000,Tuesday,2023,5,May,2,14,Afternoon,No és causa del  vianant,Motorcycle,GRAND DINK 300,KYMCO,Gray,A2,11,428614.9,4587084.65,2.144500616,41.430308683,2023-05-02 14:00:00
2023S002759    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001120000,Tuesday,2023,5,May,9,13,Morning,No és causa del  vianant,Motorcycle,GPD125-A (NMAX),YAMAHA,Gray,B,16,428632.38,4587020.89,2.144717335,41.429735978,2023-05-09 13:00:00
2023S007371    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001130000,Tuesday,2023,12,December,12,21,Afternoon,No és causa del  vianant,Van,MASTER,RENAULT,White,B,18,428621.91,4587118.33,2.144580527,41.430612647,2023-12-12 21:00:00
2023S000297    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001150000,Monday,2023,1,January,16,15,Afternoon,No és causa del  vianant,Motorcycle,XSR 700  35KW,YAMAHA,Green,A,4,428733.32,4587304.22,2.145891876,41.432296778,2023-01-16 15:00:00
2023S002517    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001150000,Saturday,2023,4,April,29,14,Afternoon,No és causa del  vianant,Articulated bus,7900,VOLVO,Red,D,26,428699.69,4587310.04,2.145488718,41.43234621,2023-04-29 14:00:00
2023S003442    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001150000,Friday,2023,6,June,9,13,Morning,No és causa del  vianant,Car,IBIZA,SEAT,Blue,B,14,428733.32,4587304.22,2.145891876,41.432296778,2023-06-09 13:00:00
2023S004104    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001150000,Friday,2023,7,July,7,8,Morning,No és causa del  vianant,Van,BERL BHDI 100 FURGON,CITROEN,White,B,37,428733.32,4587304.22,2.145891876,41.432296778,2023-07-07 08:00:00
2023S006955    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001160000,Thursday,2023,11,November,23,13,Morning,No és causa del  vianant,Tractor truck,TGX 18.440,MAN,White,E C,3,428744.95,4587406.84,2.146018955,41.433222065,2023-11-23 13:00:00
2023S003756    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001170000,Thursday,2023,6,June,22,17,Afternoon,No és causa del  vianant,Van,PARTNER FURGÓN CONFORT,PEUGEOT,White,B,44,429136.59,4587872.79,2.150651358,41.437453351,2023-06-22 17:00:00
2023S005939    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001170000,Saturday,2023,10,October,7,13,Morning,No és causa del  vianant,Motorcycle,FZ6-N,YAMAHA,Black,B,18,428854.12,4587575.83,2.147305575,41.434753769,2023-10-07 13:00:00
2023S000573    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001180000,Monday,2023,1,January,30,10,Morning,No és causa del  vianant,Articulated bus,7900,VOLVO,Red,D,8,428817.02,4587609.98,2.146857535,41.435058054,2023-01-30 10:00:00
2023S002988    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001180000,Saturday,2023,5,May,20,7,Morning,No és causa del  vianant,Motorcycle,SV 650 S,SUZUKI,Blue,A2,9,428817.02,4587609.98,2.146857535,41.435058054,2023-05-20 07:00:00
2023S006196    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001180000,Friday,2023,10,October,20,8,Morning,No és causa del  vianant,Motorcycle,GSX-R600,SUZUKI,Red,A,15,428854.12,4587575.83,2.147305575,41.434753769,2023-10-20 08:00:00
2023S003649    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001190000,Friday,2023,6,June,16,17,Afternoon,No és causa del  vianant,Motorcycle,LIBERTY 125 RST,PIAGGIO,Black,B,12,428911.99,4587655.9,2.147988744,41.435480053,2023-06-16 17:00:00
2023S007316    ,7,Horta-Guinardó,40,Montbau,701268,Dalt (Llobregat),0005E0000,Sunday,2023,12,December,10,18,Afternoon,No és causa del  vianant,Car,IX35,HYUNDAI,White,B,41,428773.49,4587500.25,2.146349502,41.434065902,2023-12-10 18:00:00
2023S004878    ,7,Horta-Guinardó,41,la Vall d'Hebron,169103,Jorge Manrique,0006 0010,Saturday,2023,8,August,12,17,Afternoon,No és causa del  vianant,Car,IONIQ,HYUNDAI,Black,B,12,429271.61,4587149.73,2.152352021,41.430952961,2023-08-12 17:00:00
2023S000519    ,7,Horta-Guinardó,41,la Vall d'Hebron,169103,Jorge Manrique,0018 0018,Thursday,2023,1,January,26,21,Afternoon,No és causa del  vianant,Bus,NG 313 F,MAN,Red,D,28,429109.48,4587196.43,2.150406269,41.431359267,2023-01-26 21:00:00
2023S000046    ,7,Horta-Guinardó,41,la Vall d'Hebron,169103,Jorge Manrique,0020 0020,Sunday,2023,1,January,1,20,Afternoon,No és causa del  vianant,Motorcycle,EK3,HORWIN,Red,B,17,429014.52,4587231.05,2.149265771,41.431662683,2023-01-01 20:00:00
2023S000684    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,0202 0202,Friday,2023,2,February,3,21,Afternoon,No és causa del  vianant,Motorcycle,SH 125,HONDA,Blue,B,19,428711.39,4587312.19,2.145628486,41.432366613,2023-02-03 21:00:00
2023S007679    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,0204 0204,Tuesday,2023,12,December,26,19,Afternoon,No és causa del  vianant,Car,CLS 350,MERCEDES-BENZ,Gray,B,35,428717.96,4587180.01,2.14572271,41.431176707,2023-12-26 19:00:00
2023S001202    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,0210 0210,Wednesday,2023,3,March,1,15,Afternoon,No és causa del  vianant,Articulated bus,7900,VOLVO,Red,D,30,428734.65,4587227.45,2.14591685,41.431605461,2023-03-01 15:00:00
2023S006400    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,0210 0210,Sunday,2023,10,October,29,8,Morning,No és causa del  vianant,Car,A3 CABRIOLET,AUDI,Gray,B,50,428661.37,4587177.59,2.14504576,41.431149884,2023-10-29 08:00:00
2023S007106    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,0240 0240,Wednesday,2023,11,November,29,17,Afternoon,No és causa del  vianant,Articulated bus,7900,VOLVO,Red,D,20,428886.53,4587640.87,2.147685803,41.435342429,2023-11-29 17:00:00
2023S000698    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,0250 0250,Saturday,2023,2,February,4,13,Morning,No és causa del  vianant,Car,C-MAX,FORD,Blue,B,25,428960.49,4587747.76,2.148558398,41.436311691,2023-02-04 13:00:00
2023S001669    ,7,Horta-Guinardó,41,la Vall d'Hebron,356406,Ventura Rodríguez,0001 0003,Thursday,2023,3,March,23,9,Morning,No és causa del  vianant,Car,CLIO,RENAULT,Black,B,46,428989.41,4587224.8,2.148966001,41.431604171,2023-03-23 09:00:00
2023S000778    ,7,Horta-Guinardó,41,la Vall d'Hebron,700651,Estatut de Catalunya,0031X0031X,Wednesday,2023,2,February,8,14,Afternoon,No és causa del  vianant,Van,DOKKER,DACIA,White,B,18,429350.45,4587439.72,2.153261616,41.433571724,2023-02-08 14:00:00
2023S005769    ,7,Horta-Guinardó,41,la Vall d'Hebron,700651,Estatut de Catalunya,0031X0031X,Saturday,2023,9,September,30,12,Morning,No és causa del  vianant,Motorcycle,SUPER DINK 125,KYMCO,White,B,18,429411.09,4587178.85,2.154017831,41.43122751,2023-09-30 12:00:00
2023S006579    ,7,Horta-Guinardó,41,la Vall d'Hebron,700651,Estatut de Catalunya,0065U0065U,Monday,2023,11,November,6,21,Afternoon,No és causa del  vianant,Car,308 5P STYLE 1.2 PURET,PEUGEOT,Blue,B,5,429294.85,4587545.08,2.152583869,41.434515762,2023-11-06 21:00:00
2023S007203    ,7,Horta-Guinardó,41,la Vall d'Hebron,700651,Estatut de Catalunya,0065U0065U,Sunday,2023,12,December,3,14,Afternoon,No és causa del  vianant,Motorcycle,NC750D,HONDA,Gray,A,47,429390.38,4587655.8,2.153714234,41.435521381,2023-12-03 14:00:00
2023S004576    ,7,Horta-Guinardó,41,la Vall d'Hebron,700812,Can Marcet,0036 0038,Thursday,2023,7,July,27,19,Afternoon,No és causa del  vianant,Motorcycle,MEDLEY 125,PIAGGIO,Black,B,6,428951.6,4587588.07,2.148470783,41.434872644,2023-07-27 19:00:00
2023S003181    ,7,Horta-Guinardó,41,la Vall d'Hebron,700823,Coll i Alentorn,0002 0002,Sunday,2023,5,May,28,16,Afternoon,No és causa del  vianant,Car,MEGANE,RENAULT,Gray,B,19,429004.98,4586550.75,2.149231537,41.425534658,2023-05-28 16:00:00
2023S005154    ,7,Horta-Guinardó,41,la Vall d'Hebron,700825,Granja Vella,0001 0001,Wednesday,2023,8,August,30,8,Morning,No és causa del  vianant,Motorcycle,CB 600F,HONDA,White,A,23,429003.29,4586683.09,2.149195765,41.426726441,2023-08-30 08:00:00
2023S002141    ,7,Horta-Guinardó,41,la Vall d'Hebron,700825,Granja Vella,0008 0008,Friday,2023,4,April,14,21,Afternoon,No és causa del  vianant,Articulated bus,7900,VOLVO,Unknown,D,5,428797.26,4586705.79,2.146727611,41.426912645,2023-04-14 21:00:00
2023S003369    ,7,Horta-Guinardó,41,la Vall d'Hebron,700827,Cardenal Vidal i Barraquer,0038 0038,Tuesday,2023,6,June,6,17,Afternoon,No és causa del  vianant,Motorcycle,SH350A,HONDA,Black,A,17,429154.95,4587167.56,2.150953815,41.431103261,2023-06-06 17:00:00
2023S006635    ,7,Horta-Guinardó,41,la Vall d'Hebron,701267,Dalt (Besòs),0005E0000,Wednesday,2023,11,November,8,15,Afternoon,No és causa del  vianant,Motorcycle,MTN690-A  (MT-07),YAMAHA,Gray,A,34,428543.18,4586839.61,2.143671306,41.428095331,2023-11-08 15:00:00
2023S005771    ,7,Horta-Guinardó,41,la Vall d'Hebron,701267,Dalt (Besòs),0005E0000,Saturday,2023,9,September,30,12,Morning,No és causa del  vianant,All-terrain vehicle,NISSAN X-TRAIL,NISSAN,Gray,B,27,428571.63,4586836.81,2.144012093,41.428072644,2023-09-30 12:00:00
2023S000630    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Llobregat),0004S0000,Wednesday,2023,2,February,1,20,Afternoon,No és causa del  vianant,Motorcycle,SH 125,HONDA,Blue,B,37,428792.42,4587477.7,2.146578713,41.433864483,2023-02-01 20:00:00
2023S001994    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Llobregat),0004S0000,Saturday,2023,4,April,8,6,Morning,No és causa del  vianant,Car,MICRA,NISSAN,Brown,B,18,429819.22,4588109.77,2.158793943,41.439647718,2023-04-08 06:00:00
2023S000995    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Llobregat),0004S0000,Friday,2023,2,February,17,15,Afternoon,No és causa del  vianant,Motorcycle,SH125AD,HONDA,Unknown,B,25,428661.37,4587177.59,2.14504576,41.431149884,2023-02-17 15:00:00
2023S002017    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Llobregat),0005S0000,Thursday,2023,2,February,23,19,Afternoon,No és causa del  vianant,Motorcycle,LIBERTY 125,PIAGGIO,Unknown,B,6,428389.44,4586359.41,2.141888429,41.423756676,2023-02-23 19:00:00
2023S001693    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Llobregat),0005S0000,Thursday,2023,3,March,23,18,Afternoon,No és causa del  vianant,Articulated bus,7900,VOLVO,Red,D,30,428506.24,4586566.97,2.143261508,41.42563649,2023-03-23 18:00:00
